Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT
70124,6923  W End  Blvd ,"$684,500",9/30/2022,"2,754","3,257",,3,3,,67,"$660,000",2/28/2023,$239.65
70124,427 Stafford  Pl ,"$579,000",10/11/2022,"2,208","2,630",EXCE,3,2,1,79,"$580,000",2/28/2023,$262.68
70119,3219 Belfort  Ave ,"$560,000",10/17/2022,"2,029","2,353",EXCE,3,3,0,102,"$520,000",2/28/2023,$256.28
70124,5819 Vicksburg  St ,"$565,000",10/21/2022,"2,071","2,562",EXCE,3,2,1,80,"$500,000",2/28/2023,$241.43
70118,7301 Hurst  St ,"$985,000",10/25/2022,"3,162","4,066",EXCE,4,3,1,53,"$975,000",2/28/2023,$308.35
70125,3508  S Tonti  St ,"$269,900",12/6/2022,"1,278","1,469",EXCE,3,2,0,45,"$260,000",2/28/2023,$203.44
70119,3720 Bienville  St ,"$549,000",1/6/2023,"1,855","1,889",EXCE,3,3,0,4,"$549,000",2/28/2023,$295.96
70124,5594 Jacquelyn  Ct ,"$875,000",1/23/2023,"3,593","5,100",EXCE,4,3,1,6,"$865,000",2/28/2023,$240.75
70118,324 Webster  St ,"$349,000",1/27/2023,815,890,AVG,2,1,0,4,"$349,000",2/28/2023,$428.22
70119,3245 Desaix  Blvd ,"$350,000",2/3/2023,"1,282","1,317",EXCE,3,2,0,3,"$368,000",2/28/2023,$287.05
70115,2607 Valence  St ,"$725,000",2/10/2023,"2,468","2,720",EXCE,3,2,1,1,"$720,000",2/28/2023,$291.73
70118,1308 Eagle  St ,"$484,000",9/6/2022,"1,692","1,786",EXCE,3,2,1,146,"$470,000",3/1/2023,$277.78
70125,4500  S Prieur  St ,"$439,000",10/14/2022,"1,349","2,000",EXCE,2,2,0,108,"$415,000",3/1/2023,$307.64
70118,8009 Willow  St ,"$769,000",10/17/2022,"2,303","2,650",EXCE,3,2,1,85,"$740,000",3/1/2023,$321.32
70119,1117  N White  St ,"$649,000",10/25/2022,"2,050","2,300",EXCE,3,2,0,80,"$624,000",3/1/2023,$304.39
70115,2207 Jefferson  Ave ,"$449,000",10/28/2022,"3,321","3,321",AVG,5,3,0,62,"$492,000",3/1/2023,$148.15
70118,7705 Hampson  St ,"$475,000",1/13/2023,"1,310","1,528",VRGD,2,2,0,7,"$465,000",3/1/2023,$354.96
70115,612 Valence  St ,"$350,000",2/3/2023,"1,672","2,006",POOR,3,1,0,4,"$325,000",3/1/2023,$194.38
70119,4805 Iberville  St ,"$325,000",12/14/2022,878,"1,493",VRGD,2,1,0,9,"$310,000",3/2/2023,$353.08
70118,8600 Willow  St ,"$587,000",8/9/2022,"2,080","2,239",EXCE,3,2,1,176,"$550,000",3/3/2023,$264.42
70124,6878 Orleans  Ave ,"$369,500",9/20/2022,"1,325","1,566",EXCE,3,2,0,120,"$355,000",3/3/2023,$267.92
70125,4924  S Galvez  St ,"$489,000",1/10/2023,"1,960","2,278",VRGD,3,3,0,14,"$489,000",3/3/2023,$249.49
70118,7104 Coliseum  St ,"$675,000",2/16/2023,"2,584","2,584",FAIR,3,2,0,2,"$635,000",3/3/2023,$245.74
70115,3801 Annunciation  St ,"$799,000",3/3/2023,"2,500","2,900",NEW,4,3,0,0,"$799,000",3/3/2023,$319.60
70124,820 Filmore  Ave ,"$689,000",10/10/2022,"2,616","2,873",EXCE,4,3,0,92,"$665,000",3/6/2023,$254.20
70125,3600 Octavia  St ,"$490,000",1/1/2023,,,EXCE,3,2,1,64,"$490,000",3/6/2023,
70118,517 Cherokee  St ,"$575,000",9/12/2022,"2,000","2,000",EXCE,2,2,1,143,"$550,000",3/7/2023,$275.00
70119,100 H St John  Ct ,"$719,000",8/17/2022,"1,939","2,386",VRGD,3,2,0,84,"$710,000",3/8/2023,$366.17
70124,5877 Louisville  St ,"$749,000",9/26/2022,"3,128","3,400",EXCE,5,3,1,95,"$730,000",3/8/2023,$233.38
70124,6539 Wuerpel  St ,"$724,000",11/4/2022,"2,916","4,097",EXCE,4,3,1,80,"$712,000",3/9/2023,$244.17
70124,5668 General Haig  St ,"$465,000",11/9/2022,"1,670","1,865",EXCE,3,2,1,77,"$450,000",3/9/2023,$269.46
70119,3254 Castiglione  St ,"$160,000",2/25/2023,"1,400","1,400",FAIR,3,1,0,3,"$162,500",3/9/2023,$116.07
70125,3310 Upperline  St ,"$429,000",10/25/2022,"2,800","2,888",AVG,4,4,0,108,"$450,000",3/10/2023,$160.71
70118,310 Webster  St ,"$475,000",11/8/2022,"1,155","1,500",VRGD,2,1,1,84,"$455,000",3/10/2023,$393.94
70119,3915 Baudin  St ,"$429,000",11/14/2022,"1,948","2,169",VRGD,2,3,0,65,"$415,000",3/10/2023,$213.04
70119,2527 Palmyra  St ,"$419,000",12/30/2022,"1,918","2,094",NEW,3,2,1,37,"$410,000",3/10/2023,$213.76
70125,4616  S Roman  St ,"$399,000",1/12/2023,"1,681","1,932",VRGD,3,2,0,24,"$375,000",3/10/2023,$223.08
70115,2915 Coliseum  St ,"$1,190,000",1/17/2023,"4,100","5,122",VRGD,4,3,2,7,"$1,179,250",3/10/2023,$287.62
70124,132 Central Park  Pl ,"$449,900",1/19/2023,"1,251","1,272",EXCE,2,1,1,12,"$420,000",3/10/2023,$335.73
70118,6010 Perrier  St ,"$1,150,000",1/30/2023,"2,760","3,114",EXCE,4,2,1,7,"$1,175,000",3/10/2023,$425.72
70119,3231 Dumaine  St ,"$399,000",12/9/2022,"1,695","2,182",VRGD,2,2,0,58,"$405,000",3/13/2023,$238.94
70118,8219 Sycamore  Pl ,"$230,000",2/2/2023,"1,746","1,746",POOR,3,2,0,13,"$266,000",3/13/2023,$152.35
70119,3038 St Philip  St ,"$649,000",10/18/2022,"2,274","2,699",NEW,4,3,1,104,"$620,000",3/14/2023,$272.65
70118,8818 Forshey  St ,"$120,000",1/24/2023,"1,100","1,100",FAIR,3,2,0,23,"$95,500",3/14/2023,$86.82
70115,5222 Chestnut  St ,"$874,000",6/6/2022,"2,584","2,925",EXCE,4,3,0,224,"$840,000",3/15/2023,$325.08
70119,422  S Pierce  St ,"$495,000",8/19/2022,"1,880","2,285",EXCE,3,2,0,166,"$415,000",3/15/2023,$220.74
70125,2421  S Roman  St ,"$225,000",9/27/2022,"1,047","1,170",NEW,3,2,0,140,"$218,000",3/15/2023,$208.21
70125,6200 Fontainebleau  Dr ,"$525,000",1/17/2023,"2,011","5,238",EXCE,3,3,0,24,"$525,000",3/15/2023,$261.06
70115,2401 Soniat  St ,"$549,900",1/26/2023,"1,910","1,910",EXCE,3,2,1,15,"$536,500",3/15/2023,$280.89
70124,5800 Marcia  Ave ,"$537,400",1/26/2023,"2,050","2,050",EXCE,3,2,0,7,"$532,300",3/15/2023,$259.66
70118,8718 Green  St ,"$309,000",7/17/2022,"1,308","1,414",VRGD,3,2,0,211,"$300,000",3/16/2023,$229.36
70118,1614 Dublin  St ,"$549,900",1/28/2023,"1,909","2,097",EXCE,4,3,0,27,"$549,900",3/16/2023,$288.06
70119,3622 Delgado  Dr ,"$789,000",1/31/2023,"2,988","3,478",EXCE,5,3,0,4,"$840,000",3/16/2023,$281.12
70115,2615 Robert  St ,"$520,000",1/18/2023,"1,736","1,965",EXCE,3,2,1,17,"$505,000",3/17/2023,$290.90
70125,4100 Vendome  Pl ,"$925,000",1/30/2023,"3,670","3,732",EXCE,3,3,2,24,"$890,000",3/17/2023,$242.51
70119,3219 St. Philip  St ,"$625,000",2/1/2023,"1,645","1,900",EXCE,3,2,0,11,"$615,000",3/17/2023,$373.86
70115,5410 Garfield  St ,"$730,000",2/13/2023,"2,105","2,427",EXCE,3,2,1,4,"$730,000",3/17/2023,$346.79
70118,925 Burdette  St ,"$1,699,000",11/18/2022,"6,600","8,370",EXCE,6,5,1,85,"$1,625,000",3/20/2023,$246.21
70124,352 Fairway  Dr ,"$795,000",1/18/2023,"2,285","3,210",VRGD,3,2,1,13,"$795,000",3/20/2023,$347.92
70115,4004 Camp  St ,"$535,000",2/16/2023,"1,525","1,700",VRGD,3,2,0,4,"$535,000",3/20/2023,$350.82
70118,1308 Ferry  Pl ,"$219,900",11/4/2022,"1,135","1,170",VRGD,3,2,0,103,"$199,000",3/21/2023,$175.33
70115,4430 Laurel  St ,"$599,000",2/14/2023,"1,650","1,888",EXCE,2,2,0,2,"$615,000",3/21/2023,$372.73
70115,1724 General Taylor  St ,"$499,000",1/31/2023,"1,455","1,632",EXCE,3,2,0,14,"$490,000",3/22/2023,$336.77
70118,6320 Delord  St ,"$1,200,000",2/7/2023,"3,903","4,796",EXCE,5,4,0,2,"$1,150,000",3/22/2023,$294.65
70119,215  N Salcedo  St ,"$440,000",2/24/2023,"1,917","2,732",VRGD,3,2,0,4,"$430,000",3/22/2023,$224.31
70124,6560 Argonne  Blvd ,"$650,000",1/20/2023,"3,086","3,546",VRGD,4,3,1,44,"$625,000",3/23/2023,$202.53
70119,2819 Banks  St ,"$160,000",2/24/2023,928,"1,029",FAIR,2,1,0,7,"$160,000",3/23/2023,$172.41
70124,6536 Argonne  Blvd ,"$649,000",11/7/2022,"2,436","3,460",EXCE,3,2,1,107,"$637,000",3/24/2023,$261.49
70124,845 Walker  St ,"$535,000",11/11/2022,"1,809","2,019",EXCE,2,2,0,83,"$520,000",3/24/2023,$287.45
70124,6642 General Haig  St ,"$695,000",1/7/2023,"2,622","2,924",VRGD,4,3,1,4,"$655,000",3/24/2023,$249.81
70115,4612 Laurel  St ,"$975,000",1/30/2023,"2,717","2,873",EXCE,4,3,1,10,"$950,000",3/24/2023,$349.65
70125,8000 Nelson  St ,"$799,000",1/30/2023,"2,190","2,560",EXCE,3,2,1,31,"$799,000",3/24/2023,$364.84
70119,3033 Ponce De Leon  St ,"$399,000",2/10/2023,"1,341","1,341",AVG,2,2,0,17,"$370,000",3/24/2023,$275.91
70119,2739 St. Peter  St ,"$289,000",1/3/2023,"1,200","1,350",VRGD,3,2,0,60,"$269,000",3/27/2023,$224.17
70115,5017 Lasalle  St ,"$495,000",2/24/2023,"1,280","1,430",EXCE,2,2,0,3,"$487,500",3/28/2023,$380.86
70125,4153 Vincennes  Pl ,"$410,000",10/5/2022,"1,993","1,993",VRGD,3,2,1,138,"$390,000",3/29/2023,$195.68
70118,8124 Burthe  St ,"$679,000",10/6/2022,"1,769","1,967",EXCE,3,2,0,129,"$679,000",3/29/2023,$383.83
70124,120 20th  St ,"$499,000",9/6/2022,"2,500","2,900",AVG,4,3,1,179,"$491,373",3/30/2023,$196.55
70115,2918  S Saratoga  St ,"$519,000",2/8/2023,"1,986","2,200",NEW,3,2,1,33,"$519,000",3/30/2023,$261.33
70115,3720 Laurel  St ,"$925,000",8/30/2022,"2,572","2,814",EXCE,4,3,1,183,"$905,000",3/31/2023,$351.87
70125,296 Audubon  Blvd ,"$585,000",11/8/2022,"3,180","3,200",FAIR,5,2,1,94,"$525,000",3/31/2023,$165.09
70118,7608 Zimple  St ,"$275,000",1/5/2023,"1,094","1,212",AVG,2,1,0,49,"$250,000",3/31/2023,$228.52
70115,4920 Camp  St ,"$949,000",2/6/2023,"2,400","2,400",EXCE,3,2,1,7,"$905,000",3/31/2023,$377.08
70118,2007 Pine  St ,"$525,000",2/23/2023,"1,272","1,425",EXCE,2,2,0,3,"$525,000",3/31/2023,$412.74
70124,6160 Milne  Blvd ,"$550,000",2/27/2023,"1,868","2,192",EXCE,3,2,0,4,"$571,000",3/31/2023,$305.67
70118,2516 Palmer  Ave ,"$495,000",3/1/2023,"1,496","1,496",VRGD,3,2,0,5,"$525,000",3/31/2023,$350.94
70115,3643 Camp  St ,"$2,595,000",9/14/2022,"7,577","8,821",EXCE,6,6,1,147,"$2,320,000",4/3/2023,$306.19
70115,4925 Laurel  St ,"$750,000",11/9/2022,"1,713","1,818",AVG,2,1,0,96,"$690,000",4/3/2023,$402.80
70125,4211  S Johnson  St ,"$325,000",12/9/2022,"2,091","2,200",VRGD,3,2,0,83,"$312,750",4/3/2023,$149.57
70124,6817 Catina  St ,"$399,000",1/8/2023,"1,408","1,408",EXCE,3,1,1,57,"$399,000",4/3/2023,$283.38
70124,6807 Louisville  St ,"$719,000",1/23/2023,"2,500","3,233",EXCE,3,2,1,21,"$707,000",4/3/2023,$282.80
70115,1409 Octavia  St ,"$1,395,000",1/31/2023,"2,831","3,220",EXCE,4,3,1,33,"$1,375,000",4/3/2023,$485.69
70118,6027 Chestnut  St ,"$2,500,000",2/24/2023,"5,103","8,023",EXCE,4,3,1,2,"$2,475,000",4/3/2023,$485.01
70119,631  S Rocheblave  St ,"$550,000",4/2/2023,"1,880","1,946",NEW,5,5,0,0,"$550,000",4/3/2023,$292.55
70119,2510 Gravier  St ,"$550,000",4/3/2023,"1,880","1,946",NEW,5,5,0,0,"$550,000",4/3/2023,$292.55
70115,1019 Bellecastle  St ,"$760,000",3/6/2023,"2,296","2,549",EXCE,4,3,0,2,"$777,000",4/5/2023,$338.41
70125,4025 Vendome  Pl ,"$550,000",9/9/2022,"3,964","5,259",EXCE,3,3,1,163,"$435,911",4/6/2023,$109.97
70118,1518 State  St ,"$2,225,000",10/27/2022,"4,397","4,429",EXCE,5,4,2,66,"$2,075,000",4/6/2023,$471.91
70118,607 Cherokee  St ,"$935,000",1/5/2023,"2,907","3,343",VRGD,4,3,1,75,"$836,000",4/6/2023,$287.58
70119,2114 Columbus  St ,"$185,000",1/27/2023,"1,065","1,150",AVG,2,1,0,54,"$150,000",4/6/2023,$140.85
70115,4936 Coliseum  St ,"$550,000",2/20/2023,"2,305","2,677",AVG,4,2,0,5,"$589,000",4/6/2023,$255.53
70124,6601 Memphis  St ,"$548,000",2/24/2023,"2,220","2,420",VRGD,3,2,0,3,"$548,000",4/6/2023,$246.85
70119,2401 D'abadie  St ,"$329,000",2/24/2023,"1,260","1,316",EXCE,3,2,0,2,"$337,000",4/6/2023,$267.46
70119,4041 Ulloa  St ,"$375,000",3/1/2023,"1,460","1,949",VRGD,3,2,0,3,"$375,000",4/6/2023,$256.85
70124,5565 Rosemary  Pl ,"$459,000",3/6/2023,"1,690","1,710",EXCE,3,2,0,3,"$427,450",4/6/2023,$252.93
70118,7462 Hurst  St ,"$450,000",2/27/2023,"1,338","1,383",EXCE,3,2,0,5,"$450,000",4/7/2023,$336.32
70115,4917 Constance  St ,"$799,000",3/3/2023,"3,014","3,207",EXCE,3,3,0,3,"$790,000",4/7/2023,$262.11
70119,3187 Desaix  Blvd ,"$430,000",6/13/2022,"1,819","2,199",EXCE,4,2,1,274,"$409,000",4/10/2023,$224.85
70115,5343 Pitt  St ,"$1,200,000",10/25/2022,"3,503","4,164",VRGD,3,3,0,137,"$1,100,000",4/10/2023,$314.02
70115,4435 Camp  St ,"$1,475,000",10/28/2022,"3,440","5,088",EXCE,5,4,1,124,"$1,425,000",4/10/2023,$414.24
70118,7707 Benjamin  St ,"$975,000",3/6/2023,"2,636","3,052",EXCE,3,2,1,5,"$975,000",4/10/2023,$369.88
70115,4816 Annunciation  St ,"$649,900",2/27/2023,"1,791","1,914",EXCE,3,2,0,6,"$637,900",4/11/2023,$356.17
70118,9331 Pritchard  St ,"$135,000",10/13/2022,"3,464","3,530",FAIR,7,4,1,110,"$108,000",4/12/2023,$31.18
70124,7424 Jade  St ,"$1,195,000",2/22/2023,"3,964","5,037",EXCE,4,3,2,7,"$1,175,000",4/12/2023,$296.42
70118,258 Pine  St ,"$643,000",2/27/2023,"1,735","1,912",EXCE,3,2,0,11,"$643,000",4/12/2023,$370.61
70124,6811 Louis Xiv  St ,"$715,000",3/2/2023,"2,848","3,148",EXCE,5,3,0,4,"$720,000",4/12/2023,$252.81
70118,9006 Green  St ,"$399,000",3/6/2023,"1,766","1,766",NEW,3,3,1,1,"$395,000",4/12/2023,$223.67
70125,4312  S Tonti  St ,"$219,999",8/8/2022,"1,848","1,960",AVG,5,3,0,46,"$215,000",4/13/2023,$116.34
70115,1004 Eleonore  St ,"$999,000",11/11/2022,"2,170","2,498",EXCE,3,3,1,121,"$950,000",4/14/2023,$437.79
70124,314 Tacoma  St ,"$399,900",1/10/2023,"1,800","2,100",EXCE,3,2,0,62,"$399,900",4/14/2023,$222.17
70124,6370 Colbert ,"$889,500",1/23/2023,"2,976","2,976",,5,3,1,21,"$889,500",4/14/2023,$298.89
70118,1707 Palmer  Ave ,"$3,385,000",2/8/2023,"7,100","7,100",EXCE,5,6,1,44,"$3,150,000",4/14/2023,$443.66
70124,5456 Canal  Blvd ,"$515,000",2/14/2023,"2,700","2,700",EXCE,4,3,0,24,"$505,000",4/14/2023,$187.04
70115,4609 Loyola  Ave ,"$699,000",3/1/2023,"2,644","2,877",EXCE,4,3,0,23,"$665,000",4/14/2023,$251.51
70119,2708 Saint Anthony  St ,"$154,000",3/7/2023,"1,233","1,353",AVG,3,1,0,10,"$162,000",4/14/2023,$131.39
70118,917 Joliet  St ,"$325,000",3/13/2023,"1,225","1,335",VRGD,2,1,0,4,"$325,000",4/14/2023,$265.31
70115,3901 Constance  St ,"$975,000",4/15/2023,"2,593","2,775",EXCE,4,3,1,0,"$975,000",4/15/2023,$376.01
70118,8329 Hickory  St ,"$250,000",11/17/2022,"1,843","3,600",POOR,3,2,0,84,"$170,000",4/17/2023,$92.24
70124,209-11  N Roadway  Dr ,"$650,000",1/7/2023,"2,209","2,209",EXCE,3,3,0,64,"$625,000",4/17/2023,$282.93
70119,3040 St Philip  St ,"$635,000",2/3/2023,"2,293","2,688",NEW,3,2,1,40,"$600,000",4/17/2023,$261.67
70125,4341 State Street  Dr ,"$249,000",3/10/2023,"1,858","2,150",FAIR,4,2,0,8,"$238,500",4/17/2023,$128.36
70115,1200 Seventh  St ,"$975,000",3/10/2023,"2,095","2,822",VRGD,3,2,0,2,"$1,035,400",4/17/2023,$494.22
70124,300 Bragg  St ,"$639,000",3/12/2023,"2,047","2,299",EXCE,3,2,1,6,"$625,000",4/17/2023,$305.32
70118,527 Webster  St ,"$815,000",3/14/2023,"1,737","2,000",EXCE,3,2,0,4,"$820,000",4/18/2023,$472.08
70118,6324 Annunciation  St ,"$665,000",10/9/2022,"2,050","2,351",EXCE,3,2,0,158,"$630,000",4/19/2023,$307.32
70115,616 7th  St ,"$659,000",10/24/2022,"2,104","2,404",EXCE,3,2,1,134,"$659,000",4/19/2023,$313.21
70118,1815 Pine  St ,"$535,000",3/7/2023,"1,475","2,290",EXCE,3,1,0,3,"$535,000",4/19/2023,$362.71
70118,18 Audubon  Pl ,"$4,500,000",4/9/2021,"9,364","19,550",VRGD,7,5,1,717,"$4,000,000",4/20/2023,$427.17
70125,4550 Walmsley  Ave ,"$310,000",10/27/2022,"1,538","2,048",VRGD,3,2,0,132,"$290,000",4/20/2023,$188.56
70119,1777  N Dorgenois  St ,"$369,000",11/14/2022,"1,854","1,998",EXCE,3,2,0,118,"$335,000",4/20/2023,$180.69
70115,2436 Robert  St ,"$895,000",3/14/2023,"3,087","3,415",EXCE,4,3,0,3,"$907,500",4/20/2023,$293.97
70115,516 General Pershing  St ,"$525,000",3/17/2023,"1,544","1,739",EXCE,3,2,0,2,"$525,000",4/20/2023,$340.03
70118,1635 Eagle  St ,"$350,900",12/6/2022,"1,462","1,564",EXCE,3,2,1,107,"$340,000",4/21/2023,$232.56
70119,3010 Palmyra  St ,"$389,000",3/1/2023,"1,525","1,750",EXCE,3,2,1,14,"$389,000",4/21/2023,$255.08
70119,516  S Pierce  St ,"$525,000",3/21/2023,"2,135","2,568",EXCE,2,2,1,2,"$525,000",4/21/2023,$245.90
70115,3005 Chippewa  St ,"$649,000",4/5/2023,"1,800","2,945",EXCE,3,2,1,3,"$639,000",4/21/2023,$355.00
70125,3408 Nashville  Ave ,"$475,000",11/25/2022,"2,279","2,549",VRGD,3,3,1,116,"$470,000",4/24/2023,$206.23
70125,3222 Burdette  St ,"$389,000",12/15/2022,"1,748","1,908",NEW,3,2,0,73,"$379,000",4/24/2023,$216.82
70124,406 38th  St ,"$545,000",2/16/2023,"2,189","2,810",EXCE,3,2,0,16,"$540,000",4/24/2023,$246.69
70118,4214 Eagle  St ,"$180,000",3/8/2023,909,"1,060",EXCE,2,2,0,13,"$183,000",4/24/2023,$201.32
70115,1311 Pleasant  St ,"$725,000",3/16/2023,"1,862","1,954",AVG,2,1,0,11,"$645,000",4/24/2023,$346.40
70124,953 Bragg  St ,"$629,000",10/7/2022,"2,543","3,232",EXCE,3,3,0,161,"$615,000",4/25/2023,$241.84
70119,422  S Cortez  St ,"$475,000",3/6/2023,"1,886","1,950",EXCE,4,3,0,7,"$465,000",4/25/2023,$246.55
70124,7015 Bellaire  Dr ,"$629,000",9/28/2022,"2,600","3,100",EXCE,3,2,1,168,"$620,000",4/26/2023,$238.46
70125,1639  S Norman C Francis  Pkwy ,"$535,000",3/6/2023,"2,013","2,171",EXCE,4,2,1,12,"$535,000",4/26/2023,$265.77
70119,417  S Telemachus  St ,"$369,000",3/9/2023,"1,275","1,275",VRGD,2,2,0,7,"$354,000",4/26/2023,$277.65
70124,832 Navarre  Ave ,"$434,999",3/10/2023,"1,511","2,111",VRGD,3,2,0,18,"$427,500",4/26/2023,$282.93
70118,6119 Annunciation  St ,"$1,065,000",3/14/2023,"2,799","3,268",EXCE,3,3,1,1,"$1,070,000",4/26/2023,$382.28
70124,8118 8120 Breakwater  Dr #87 88 ,"$625,000",4/24/2023,"1,500","4,000",FAIR,0,0,0,0,"$625,000",4/26/2023,$416.67
70124,8116 Breakwater  Dr #86 ,"$425,000",4/24/2023,500,"4,000",FAIR,0,0,0,0,"$425,000",4/26/2023,$850.00
70124,6958 Marshal Foch  St ,"$1,189,000",12/12/2022,"3,250","4,100",NEW,4,3,0,97,"$1,189,000",4/27/2023,$365.85
70119,3623 Iberville  St ,"$649,000",1/24/2023,"2,360","2,922",NEW,3,2,1,66,"$649,000",4/27/2023,$275.00
70118,2024 Joliet  St ,"$292,000",3/8/2023,"1,190","1,200",EXCE,3,2,0,17,"$292,000",4/27/2023,$245.38
70124,5810 Catina  St ,"$439,000",9/20/2022,"1,500","2,082",VRGD,3,2,1,202,"$425,000",4/28/2023,$283.33
70118,8315 Jeannette  St ,"$275,000",9/22/2022,"1,400","1,450",AVG,4,1,0,155,"$235,000",4/28/2023,$167.86
70115,11 Richmond  Pl ,"$1,500,000",11/21/2022,"5,087","6,174",AVG,6,4,1,131,"$1,325,000",4/28/2023,$260.47
70115,5611 Annunciation  St ,"$1,180,000",11/22/2022,"3,064","3,330",EXCE,4,3,0,124,"$1,132,000",4/28/2023,$369.45
70124,6336 Milne  Blvd ,"$785,000",12/24/2022,"2,838","3,055",EXCE,4,3,0,77,"$750,000",4/28/2023,$264.27
70118,1428 Leonidas  St ,"$175,000",2/17/2023,"1,100","1,150",FAIR,2,1,0,15,"$125,000",4/28/2023,$113.64
70115,3727 Laurel  St ,"$775,000",2/28/2023,"2,169","2,450",EXCE,3,2,1,27,"$750,000",4/28/2023,$345.78
70115,4030 Constance  St ,"$625,000",3/3/2023,"1,701","1,701",EXCE,4,3,0,20,"$610,000",4/28/2023,$358.61
70124,5690 Evelyn  Ct ,"$650,000",3/6/2023,"2,935","2,935",VRGD,4,3,0,17,"$650,000",4/28/2023,$221.47
70115,3426 Freret  St ,"$329,000",3/7/2023,"1,268","1,564",EXCE,2,2,1,24,"$325,000",4/28/2023,$256.31
70119,715  N Lopez  St ,"$238,500",3/7/2023,750,780,VRGD,1,1,0,2,"$245,000",4/28/2023,$326.67
70118,166 Audubon  Blvd ,"$1,575,000",3/20/2023,"5,227","6,809",VRGD,5,4,2,0,"$1,462,500",4/28/2023,$279.80
70124,6674 Canal  Blvd ,"$1,249,000",9/30/2022,"3,750","4,000",NEW,5,4,0,160,"$1,220,000",5/1/2023,$325.33
70124,6828 Canal  Blvd ,"$469,000",12/19/2022,"2,010","2,266",VRGD,3,2,0,97,"$450,000",5/1/2023,$223.88
70115,1303 Arabella  St ,"$995,000",1/23/2023,"2,607","2,607",EXCE,3,3,0,35,"$927,500",5/1/2023,$355.77
70118,7412 Panola  St ,"$542,800",2/13/2023,"1,746","1,752",EXCE,4,2,1,-20,"$536,800",5/1/2023,$307.45
70119,1719  N Tonti  St ,"$485,000",2/13/2023,"1,570","2,104",VRGD,3,2,0,19,"$489,000",5/1/2023,$311.46
70124,15 Flamingo  St ,"$1,650,000",3/12/2023,"3,742","5,260",EXCE,5,5,1,3,"$1,750,000",5/1/2023,$467.66
70119,4706 Palmyra  St ,"$385,000",3/8/2023,975,"1,092",EXCE,2,2,0,18,"$379,000",5/2/2023,$388.72
70118,3019 Eagle  St ,"$265,000",1/31/2023,"1,762","3,600",EXCE,4,2,1,28,"$265,000",5/3/2023,$150.40
70115,1622 Toledano  St ,"$450,000",3/7/2023,"1,657","2,227",FAIR,3,3,0,14,"$400,000",5/3/2023,$241.40
70118,7531 Plum  St ,"$595,000",4/5/2023,"1,800","1,968",EXCE,3,2,1,12,"$585,000",5/3/2023,$325.00
70118,6118 Laurel  St ,"$660,000",12/2/2022,"1,679","2,391",FAIR,3,2,0,107,"$600,000",5/4/2023,$357.36
70115,4908 Carondelet  St ,"$810,000",3/27/2023,"2,292","2,292",EXCE,3,2,1,18,"$775,000",5/4/2023,$338.13
70118,8012 Panola  St ,"$699,000",3/28/2023,"2,150","2,150",EXCE,3,2,1,2,"$707,000",5/4/2023,$328.84
70118,3620 Live Oak  St ,"$379,000",6/29/2022,"1,716","1,794",NEW,3,2,1,200,"$379,000",5/5/2023,$220.86
70125,5421  S Tonti  St ,"$499,000",12/13/2022,"3,180","3,180",AVG,4,2,1,101,"$380,000",5/5/2023,$119.50
70125,4224  S Derbigny ,"$175,000",1/5/2023,"1,360","1,360",,3,1,,124,"$160,000",5/5/2023,$117.65
70115,813 7th  St ,"$405,000",2/27/2023,940,940,VRGD,2,1,0,8,"$410,123",5/5/2023,$436.30
70118,7451 Benjamin  St ,"$1,085,000",3/16/2023,"3,047","3,230",EXCE,4,4,0,2,"$1,175,000",5/5/2023,$385.63
70115,4617 Lasalle  St ,"$429,000",3/31/2023,"1,944","2,500",VRGD,3,2,2,7,"$439,000",5/5/2023,$225.82
70124,6814 Bellaire  Dr ,"$682,500",8/24/2021,"2,671","3,153",NEW,4,3,0,5,"$682,500",5/8/2023,$255.52
70118,7601 Jeannette  St ,"$649,000",4/6/2023,"2,849","3,833",POOR,5,2,1,0,"$609,000",5/8/2023,$213.76
70115,3419  S Saratoga  St ,"$489,500",2/23/2023,"2,661","2,659",EXCE,4,3,1,43,"$495,300",5/9/2023,$186.13
70118,1722 Cambronne  St ,"$319,000",3/23/2023,912,912,,2,1,0,1,"$319,000",5/9/2023,$349.78
70124,419 Fairway  Dr ,"$1,029,000",9/15/2022,"2,880","3,090",EXCE,3,3,0,188,"$1,015,000",5/10/2023,$352.43
70124,6221 Louisville  St ,"$999,000",11/29/2022,"3,828","4,572",EXCE,4,3,0,119,"$999,000",5/10/2023,$260.97
70119,3123 Desoto  St ,"$1,475,000",1/23/2023,"3,445","4,065",EXCE,3,3,0,46,"$1,444,300",5/10/2023,$419.25
70118,7724 Benjamin  St ,"$450,000",3/9/2023,"1,290","1,290",VRGD,2,2,0,18,"$443,000",5/10/2023,$343.41
70124,351 39th  St ,"$499,000",3/10/2023,"2,400","2,400",EXCE,4,2,0,28,"$494,000",5/10/2023,$205.83
70124,99  E Park  Pl ,"$499,000",1/5/2023,"1,859","2,385",EXCE,3,2,2,94,"$475,000",5/11/2023,$255.51
70125,4620  S Prieur  St ,"$495,000",2/22/2023,"2,061","2,500",VRGD,3,2,0,41,"$485,000",5/11/2023,$235.32
